row_index,split,category,source_conversation_id,source_turn_index,user,assistant
265,train,side_drink_extra_request,dlg-01765acc-b2cf-46b9-8961-7f259645b414,7,Bir de 1 limonata olsun.,Tabii. 1 adet limonata istediğinizi anladım. Başka bir isteğiniz var mı?
266,train,side_drink_extra_request,dlg-061066f5-b9d3-4537-9d77-a94233473558,6,Yemeğin yanına 1 çay alabilir miyim?,1 adet çay istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
267,train,remove_or_change_order,dlg-008c75b7-460f-430f-adcf-bd5dcc46854e,8,ayranı çıkarır mısın?,Tabii. Ayranı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
268,train,remove_or_change_order,dlg-2eb914fb-d0c8-472b-a01a-40416f2efc98,7,"köfteyi istemiyorum, çıkaralım.",Tabii. Köfteyi siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
269,train,remove_or_change_order,dlg-2f839114-7408-4d73-8a88-0e35fa654651,11,"künefeyi istemiyorum, çıkaralım.",Tabii. Künefeyi siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
270,train,clear_order_item,dlg-0f3cb363-5f4f-4d15-b7de-b526ec34e526,5,2 sütlaç istiyorum.,Tabii. 2 adet sütlaç istediğinizi anladım. Başka bir isteğiniz var mı?
271,train,remove_or_change_order,dlg-1dcfac27-20e9-41d3-b0d2-b15916ec45ba,5,salatayı siparişten çıkarabilir misiniz?,Tabii. Salatayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
272,train,remove_or_change_order,dlg-2b8717eb-d3c0-4fae-8450-3b65eec5e9e7,8,"salatayı istemiyorum, çıkaralım.",Tabii. Salatayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
273,train,confirm_or_close_order,dlg-0d4b50d3-9db7-449d-856c-1061ce25b225,6,Başka ekleme yapmayalım.,Tamam. Başka bir isteğiniz olmadığını anladım.
274,train,clear_order_item,dlg-22192b1b-808e-44aa-a848-b6c74a624598,2,Bir makarna alabilir miyim?,1 adet makarna istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
275,train,clear_order_item,dlg-00d882a3-255d-4e15-99cb-f068046d6eb2,10,1 çay istiyorum.,1 adet çay istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
276,train,order_clarification,dlg-008c75b7-460f-430f-adcf-bd5dcc46854e,4,Yanına hafif bir seçenek olsun.,Hafif seçenekler için güncel menüye bakmak en doğrusu olur. Aklınızda belirli bir tercih var mı?
277,train,clear_order_item,dlg-252078cf-2674-4577-b6f2-dea85348d727,5,İki soda alabilir miyim?,2 adet soda istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
278,train,order_clarification,dlg-5457100e-4161-46cc-a9ce-d7cbba02f925,10,Içecek için seçenek söyler misiniz?,Içecek seçenekleri için güncel menüye bakmak en doğrusu olur. Aklınızda belirli bir tercih var mı?
279,train,polite_thanks_closing,dlg-01765acc-b2cf-46b9-8961-7f259645b414,17,"Teşekkürler, hepsi bu.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
280,train,remove_or_change_order,dlg-371eef01-4ff3-49d6-863f-d8446e3fb66e,4,Lütfen köfteyi iptal edelim.,Tabii. Köfteyi siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
281,train,confirm_or_close_order,dlg-0460c70c-34cb-43c5-affb-952f7365be73,8,"Evet, doğru.",Tamam. Siparişi onaylamak istediğinizi anladım.
282,train,clear_order_item,dlg-1123f1b9-5410-472b-a202-3c2926ae7038,4,3 çay istiyorum.,3 adet çay istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
283,train,order_clarification,dlg-5457100e-4161-46cc-a9ce-d7cbba02f925,10,İçecek olarak ne önerirsiniz?,İçecek tercihiniz için güncel menüye bakmak en doğrusu olur. Soğuk mu sıcak mı bir içecek istersiniz?
284,train,confirm_or_close_order,dlg-080ad2ae-5f07-4cbd-88ed-bb0893898f5c,12,Bu kadar.,Tamam. Başka bir isteğiniz olmadığını anladım.
285,train,clear_order_item,dlg-1844d373-b934-45fa-b512-d8bdaaa68d7d,3,3 künefe istiyorum.,3 adet künefe istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
286,train,side_drink_extra_request,dlg-174bde2f-052d-4b9a-8913-39bbc546dd65,4,Yanına salata ekleyebilir miyiz?,salata istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
287,train,confirm_or_close_order,dlg-01839744-e367-4b7d-b8c4-42a40974c310,7,"Evet, siparişim bu.",Tamam. Siparişi onaylamak istediğinizi anladım.
288,train,polite_thanks_closing,dlg-03084b5a-1cf3-40d2-a2f6-4d3d1488532f,11,"Tamam, teşekkürler.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
289,train,add_more_quantity,dlg-2f839114-7408-4d73-8a88-0e35fa654651,11,4 kebap daha.,4 adet kebap daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
290,train,remove_or_change_order,dlg-21106cbc-ea4a-4bf6-97db-a02f1ee33fc9,17,köfteyi siparişten çıkarabilir misiniz?,Tabii. Köfteyi siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
291,train,add_more_quantity,dlg-292bfcb3-7401-4510-bed8-04c8e54364f1,10,4 kahve daha.,4 adet kahve daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
292,train,order_clarification,dlg-32f5c93b-b547-48e7-aff2-0439e4436d67,3,Sıcak içecek alabilir miyim?,Hangi sıcak içecek istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
293,train,add_more_quantity,dlg-283321ca-20f3-49f1-a4f8-3aea84a36b43,9,4 limonata daha.,Tabii. 4 adet limonata daha eklemek istediğinizi anladım. Başka bir isteğiniz var mı?
294,train,clear_order_item,dlg-2b8717eb-d3c0-4fae-8450-3b65eec5e9e7,4,İki künefe alabilir miyim?,2 adet künefe istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
295,train,add_more_quantity,dlg-22baae4e-6abe-474c-ac98-2a2c09dc735c,7,3 kebap daha.,3 adet kebap daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
296,train,side_drink_extra_request,dlg-110874f6-515b-4f86-bd46-74cbc377ea10,4,Yemeğin yanına 3 su alabilir miyim?,3 adet su istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
297,train,clear_order_item,dlg-1c7b1f54-e826-48bb-9ae7-e0479acfa120,3,4 kebap istiyorum.,4 adet kebap istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
298,train,remove_or_change_order,dlg-37ee51ef-d2fe-42d0-97ce-bc276c19a7a1,11,Lütfen kebabı iptal edelim.,Tabii. Kebabı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
299,train,clear_order_item,dlg-12fa13a5-805c-46f5-936c-592b1e39265b,3,3 mercimek çorbası istiyorum.,Tabii. 3 adet mercimek çorbası istediğinizi anladım. Başka bir isteğiniz var mı?
300,train,side_drink_extra_request,dlg-00d882a3-255d-4e15-99cb-f068046d6eb2,15,Yemeğin yanına 1 limonata alabilir miyim?,Tabii. 1 adet limonata istediğinizi anladım. Başka bir isteğiniz var mı?
301,train,clear_order_item,dlg-1860e83e-b218-47a8-9c21-b7e0307e8628,13,4 su istiyorum.,4 adet su istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
302,train,side_drink_extra_request,dlg-068b2ad4-8f09-4417-87be-fd3b387ddd40,8,Yemeğin yanına 1 kahve alabilir miyim?,1 adet kahve istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
303,train,polite_thanks_closing,dlg-068b2ad4-8f09-4417-87be-fd3b387ddd40,22,"Sağ olun, şimdilik başka yok.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
304,train,side_drink_extra_request,dlg-1dafe01a-bfa8-4d97-bfdc-c25071794e79,5,Son olarak sütlaç ekleyelim.,Tabii. sütlaç istediğinizi anladım. Başka bir isteğiniz var mı?
305,train,clear_order_item,dlg-104812d4-b522-4ad9-b1c3-9e43e096dac8,3,2 künefe istiyorum.,2 adet künefe istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
306,train,clear_order_item,dlg-20e2a71d-9422-4acf-8913-c822f630f95a,6,Bir ezogelin çorbası alabilir miyim?,1 adet ezogelin çorbası istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
307,train,order_clarification,dlg-32f5c93b-b547-48e7-aff2-0439e4436d67,3,Siparişe bir tatlı eklemek istiyorum.,Hangi tatlı istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
308,train,order_clarification,dlg-9d57fac8-d59c-4d7a-bbc9-1f0e877711e8,8,Bir ana yemek istiyorum.,Hangi ana yemek istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
309,train,polite_thanks_closing,dlg-061066f5-b9d3-4537-9d77-a94233473558,13,"Tamamdır, sağ olun.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
310,train,remove_or_change_order,dlg-2433aa4f-5dc6-4ccc-8ad1-7a5e7dd8bc2d,6,künefeyi siparişten çıkarabilir misiniz?,Tabii. Künefeyi siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
311,train,confirm_or_close_order,dlg-06a169dc-2913-4346-bd15-190ce5fb6559,6,"Evet, siparişi geçelim.",Tamam. Siparişi onaylamak istediğinizi anladım.
312,train,clear_order_item,dlg-1f8539d4-68e5-40b1-bc55-2a56dca1856a,9,Bir kahve alabilir miyim?,1 adet kahve istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
313,train,add_more_quantity,dlg-259895a5-cadf-4564-9d88-5a7038cf8a2f,5,3 künefe daha.,3 adet künefe daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
314,train,confirm_or_close_order,dlg-0a2acdf0-a71d-42b4-a01e-8e2c8cf40d86,6,Başka bir şey almayacağım.,Tamam. Başka bir isteğiniz olmadığını anladım.
315,train,add_more_quantity,dlg-0c66117b-8113-4f69-9592-528c4c4d9e37,3,2 limonata daha.,Tabii. 2 adet limonata daha eklemek istediğinizi anladım. Başka bir isteğiniz var mı?
316,train,confirm_or_close_order,dlg-06af4900-e9c9-4526-9621-7f4c102cf662,15,"Tamamdır, onay veriyorum.",Tamam. Siparişi onaylamak istediğinizi anladım.
317,train,confirm_or_close_order,dlg-06e5677b-6e83-41db-bea2-16cab53f1d47,5,"Evet, başka değişiklik yok, onaylıyorum.",Tamam. Siparişi onaylamak istediğinizi anladım.
318,train,clear_order_item,dlg-0a5f5ba3-9431-4509-a9f5-d29656b8daeb,3,2 ezogelin çorbası istiyorum.,2 adet ezogelin çorbası istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
319,train,order_clarification,dlg-32bb9aaa-fbb0-4097-9f40-3d369e7c4d7b,3,Soğuk içecek alabilir miyim?,Hangi soğuk içecek istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
320,train,polite_thanks_closing,dlg-008c75b7-460f-430f-adcf-bd5dcc46854e,18,"Sağ olun, başka bir şey yok.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
321,train,add_more_quantity,dlg-093836e0-30d0-4014-80f5-e7112e064779,3,1 köfte daha.,1 adet köfte daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
322,train,side_drink_extra_request,dlg-15e47b61-038f-4b7e-ac78-8b1a0f76772e,14,Bir de 3 kahve olsun.,3 adet kahve istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
323,train,side_drink_extra_request,dlg-1034d4a2-6369-42f1-8d48-89b953daabc8,3,Yemeğin yanına 3 limonata alabilir miyim?,Tabii. 3 adet limonata istediğinizi anladım. Başka bir isteğiniz var mı?
324,train,add_more_quantity,dlg-1cc3da6d-80d2-4258-9ef0-772850463c07,5,3 ezogelin çorbası daha.,3 adet ezogelin çorbası daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
325,train,add_more_quantity,dlg-33284bdf-32fc-4c79-b760-48a76e6a8515,3,Bir su daha alabilir miyim?,1 adet su daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
326,train,add_more_quantity,dlg-080ad2ae-5f07-4cbd-88ed-bb0893898f5c,12,1 pilav daha.,1 adet pilav daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
327,train,side_drink_extra_request,dlg-0d4b50d3-9db7-449d-856c-1061ce25b225,6,Yemeğin yanına 2 soda alabilir miyim?,2 adet soda istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
328,train,confirm_or_close_order,dlg-05a3965e-312b-429c-be3c-6c2d1c42c6d0,3,Siparişim doğru.,Tamam. Siparişi onaylamak istediğinizi anladım.
329,train,order_clarification,dlg-486e9b52-5da0-4a6d-b7b5-acbcaf3e8da5,6,Tatlı olarak ne önerirsin?,Tatlı tercihiniz için güncel menüye bakmak en doğrusu olur. Hafif mi daha yoğun bir tatlı mı istersiniz?
330,train,clear_order_item,dlg-2b8717eb-d3c0-4fae-8450-3b65eec5e9e7,3,İki sütlaç alabilir miyim?,Tabii. 2 adet sütlaç istediğinizi anladım. Başka bir isteğiniz var mı?
331,train,order_clarification,dlg-7d0a150f-d7d9-40a5-aec2-e53c1069511c,7,Bir tatlı istiyorum.,Hangi tatlı istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
332,train,side_drink_extra_request,dlg-1ae1917c-7c88-4207-9f79-93e7da8f6cd3,8,Yanına patates kızartması ekleyebilir miyiz?,patates kızartması istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
333,train,add_more_quantity,dlg-22baae4e-6abe-474c-ac98-2a2c09dc735c,6,3 köfte daha.,3 adet köfte daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
334,train,confirm_or_close_order,dlg-0f54528d-a535-44c8-bd7f-1c04bfdf7fe6,9,Bu kadarı tamam.,Tamam. Başka bir isteğiniz olmadığını anladım.
335,train,confirm_or_close_order,dlg-09a7ebae-784c-4da8-840f-272d9af53b1c,6,Hepsi bu.,Tamam. Başka bir isteğiniz olmadığını anladım.
336,train,order_clarification,dlg-78bb8466-5c92-425d-98f7-65a6f03a5730,5,Bir içecek istiyorum.,Hangi içecek istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
337,train,clear_order_item,dlg-22d87698-2763-409c-a400-ec9267da36b3,4,Bir baklava alabilir miyim?,1 adet baklava istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
338,train,add_more_quantity,dlg-32fca89b-f9b5-4868-9580-fa6e7c2b9296,5,Bir limonata daha alabilir miyim?,Tabii. 1 adet limonata daha eklemek istediğinizi anladım. Başka bir isteğiniz var mı?
339,train,confirm_or_close_order,dlg-06af4900-e9c9-4526-9621-7f4c102cf662,18,"Sipariş bu, onaylıyorum.",Tamam. Siparişi onaylamak istediğinizi anladım.
340,train,clear_order_item,dlg-2d8f6d4a-81eb-48a6-8f9d-5599f7281652,3,Üç kahve alabilir miyim?,3 adet kahve istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
341,train,order_clarification,dlg-068b2ad4-8f09-4417-87be-fd3b387ddd40,5,Salata alabilir miyim?,Hangi salata istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
342,train,confirm_or_close_order,dlg-0c66117b-8113-4f69-9592-528c4c4d9e37,3,Daha fazla istemiyorum.,Tamam. Başka bir isteğiniz olmadığını anladım.
343,train,order_clarification,dlg-008c75b7-460f-430f-adcf-bd5dcc46854e,4,Sos olarak ne önerirsiniz?,Sos tercihiniz için güncel menüye bakmak en doğrusu olur. Nasıl bir seçenek istediğinizi biraz açar mısınız?
344,train,side_drink_extra_request,dlg-0923d68b-08ce-4992-85d5-3933c7deddc8,10,Yemeğin yanına 2 ayran alabilir miyim?,Tabii. 2 adet ayran istediğinizi anladım. Başka bir isteğiniz var mı?
345,train,order_clarification,dlg-967c0f62-38c3-4357-bd1e-a56011a60e1c,13,Sos için seçenek söyler misiniz?,Sos seçenekleri için güncel menüye bakmak en doğrusu olur. Aklınızda belirli bir tercih var mı?
346,train,add_more_quantity,dlg-15f8db6a-85dd-47a8-b477-6034b2d4f088,4,2 baklava daha.,2 adet baklava daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
347,train,clear_order_item,dlg-0eb40d10-eee9-417e-8cfb-0622a890c85b,3,2 patates kızartması istiyorum.,2 adet patates kızartması istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
348,train,clear_order_item,dlg-2203cd63-7602-4be7-87c5-6c11f46b7ae6,6,Bir pilav alabilir miyim?,1 adet pilav istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
349,train,side_drink_extra_request,dlg-15e47b61-038f-4b7e-ac78-8b1a0f76772e,8,Yemeğin yanına 3 kahve alabilir miyim?,3 adet kahve istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
350,train,side_drink_extra_request,dlg-093836e0-30d0-4014-80f5-e7112e064779,3,Bir de 2 ayran olsun.,Tabii. 2 adet ayran istediğinizi anladım. Başka bir isteğiniz var mı?
351,train,confirm_or_close_order,dlg-00d882a3-255d-4e15-99cb-f068046d6eb2,10,"Tamam, siparişi onaylıyorum.",Tamam. Siparişi onaylamak istediğinizi anladım.
352,train,add_more_quantity,dlg-0432d350-ff4f-4fd8-82c3-4a50c88b0888,9,1 soda daha.,1 adet soda daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
353,train,clear_order_item,dlg-221b9935-0321-406a-9376-95297bbf9625,4,Bir tavuk şiş alabilir miyim?,1 adet tavuk şiş istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
354,train,clear_order_item,dlg-1b21a56a-66be-4586-9560-427bd537f2d6,4,4 makarna istiyorum.,4 adet makarna istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
355,train,confirm_or_close_order,dlg-0f909662-6a8d-451d-9fe7-66ceac817cc2,7,Bunlar dışında istemiyorum.,Tamam. Başka bir isteğiniz olmadığını anladım.
356,train,polite_thanks_closing,dlg-0460c70c-34cb-43c5-affb-952f7365be73,12,"Çok teşekkür ederim, hepsi bu.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
357,train,clear_order_item,dlg-305cd4e0-793e-4158-b06d-6c9a59ae91a1,3,Üç makarna alabilir miyim?,3 adet makarna istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
358,train,remove_or_change_order,dlg-3a708868-2772-4f0d-8d3a-b2f9d466aa42,8,Lütfen baklavayı iptal edelim.,Tabii. Baklavayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
359,train,polite_thanks_closing,dlg-06af4900-e9c9-4526-9621-7f4c102cf662,11,"Teşekkür ederim, sipariş tamam.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
360,train,confirm_or_close_order,dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24,3,Siparişimi bu şekilde onaylıyorum.,Tamam. Siparişi onaylamak istediğinizi anladım.
361,train,remove_or_change_order,dlg-06e78062-2747-476f-b04a-2e76a458e238,5,mercimek çorbasını çıkarır mısın?,Tabii. Mercimek çorbasını siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
362,train,confirm_or_close_order,dlg-068b2ad4-8f09-4417-87be-fd3b387ddd40,17,Onaylayabilirsiniz.,Tamam. Siparişi onaylamak istediğinizi anladım.
363,train,remove_or_change_order,dlg-2f4545bb-5115-4df1-8cfe-4720476bf002,18,"patates kızartmasını istemiyorum, çıkaralım.",Tabii. Patates kızartmasını siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
364,train,remove_or_change_order,dlg-12fa13a5-805c-46f5-936c-592b1e39265b,10,limonatayı siparişten çıkarabilir misiniz?,Tabii. Limonatayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
365,train,confirm_or_close_order,dlg-06af4900-e9c9-4526-9621-7f4c102cf662,7,Bunları onaylıyorum.,Tamam. Siparişi onaylamak istediğinizi anladım.
366,train,order_clarification,dlg-70817963-d0e6-428f-8f8f-df90c296ff85,5,Sos seçenekleri neler?,Sos seçenekleri için güncel menüye veya personele bakmak en doğrusu olur. Siparişinize sos eklemek ister misiniz?
367,train,confirm_or_close_order,dlg-08287da0-9b1e-4471-8f01-7e3a47958987,7,Şimdilik bu kadar.,Tamam. Başka bir isteğiniz olmadığını anladım.
368,train,side_drink_extra_request,dlg-1b21a56a-66be-4586-9560-427bd537f2d6,4,Patates kızartması yanında olsun.,patates kızartması istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
369,train,add_more_quantity,dlg-0adc24d6-bfa2-478e-80d1-5605779803a4,5,1 sütlaç daha.,Tabii. 1 adet sütlaç daha eklemek istediğinizi anladım. Başka bir isteğiniz var mı?
370,train,clear_order_item,dlg-185d3005-5216-442a-b398-abff73713f79,4,4 limonata istiyorum.,Tabii. 4 adet limonata istediğinizi anladım. Başka bir isteğiniz var mı?
371,train,clear_order_item,dlg-2acd0ff9-e44d-4ff6-92dd-9aaeb7e85f60,3,İki baklava alabilir miyim?,2 adet baklava istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
372,train,clear_order_item,dlg-1711a87d-0169-485f-a606-19b577fbe583,3,3 patates kızartması istiyorum.,3 adet patates kızartması istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
373,train,confirm_or_close_order,dlg-025a1022-3f81-4266-b4a9-da0b7deb3d24,9,"Her şey doğru, onaylıyorum.",Tamam. Siparişi onaylamak istediğinizi anladım.
374,train,remove_or_change_order,dlg-0a2187ca-7e7e-4f03-8c42-bc6235d35477,12,tavuk şişi çıkarır mısın?,Tabii. Tavuk şişi siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
375,train,confirm_or_close_order,dlg-0c66117b-8113-4f69-9592-528c4c4d9e37,7,Başka talebim yok.,Tamam. Başka bir isteğiniz olmadığını anladım.
376,train,clear_order_item,dlg-2460eea6-d042-4483-8349-29310bd4b89e,13,İki çay alabilir miyim?,2 adet çay istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
377,train,order_clarification,dlg-70817963-d0e6-428f-8f8f-df90c296ff85,5,Siparişe bir ana yemek eklemek istiyorum.,Hangi ana yemek istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
378,train,polite_thanks_closing,dlg-0354e60a-4747-408a-9d1b-6c981d4d579f,10,"Teşekkür ederim, ekleme yapmayacağım.",Rica ederim. Başka bir isteğiniz olmadığını anladım.
379,train,remove_or_change_order,dlg-382f7873-3d33-4b0b-96a1-d38c32e30530,11,Lütfen patates kızartmasını iptal edelim.,Tabii. Patates kızartmasını siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
380,train,add_more_quantity,dlg-1db69492-e3eb-4618-9f6c-240dcad1b10e,13,3 salata daha.,3 adet salata daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
381,train,remove_or_change_order,dlg-2203cd63-7602-4be7-87c5-6c11f46b7ae6,8,kebabı siparişten çıkarabilir misiniz?,Tabii. Kebabı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
382,train,order_clarification,dlg-068b2ad4-8f09-4417-87be-fd3b387ddd40,5,Bana bir tatlı verir misin?,Hangi tatlıyı istediğinizi söyleyebilir misiniz? Güncel tatlı seçenekleri için menüye bakmak en doğrusu olur.
383,train,order_clarification,dlg-967c0f62-38c3-4357-bd1e-a56011a60e1c,13,Bir çorba istiyorum.,Hangi çorba istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
384,train,clear_order_item,dlg-1f8539d4-68e5-40b1-bc55-2a56dca1856a,5,Bir çay alabilir miyim?,1 adet çay istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
385,train,order_clarification,dlg-bf5457d1-a86a-4bcd-817d-1aa3eda8b7dc,6,Yanına ana yemek olsun.,Hangi ana yemek istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
386,train,remove_or_change_order,dlg-08287da0-9b1e-4471-8f01-7e3a47958987,7,salatayı çıkarır mısın?,Tabii. Salatayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
387,train,remove_or_change_order,dlg-0a5f5ba3-9431-4509-a9f5-d29656b8daeb,3,köfteyi çıkarır mısın?,Tabii. Köfteyi siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
388,train,remove_or_change_order,dlg-1b0c2229-6434-4e4f-a003-c613ef507912,10,sodayı siparişten çıkarabilir misiniz?,Tabii. Sodayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
389,train,remove_or_change_order,dlg-3188fb39-b495-458a-848e-ab3bbc43ed26,5,Lütfen limonatayı iptal edelim.,Tabii. Limonatayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
390,train,clear_order_item,dlg-082d002c-82b7-4aa7-82fe-e19394fc7ea3,3,2 limonata istiyorum.,Tabii. 2 adet limonata istediğinizi anladım. Başka bir isteğiniz var mı?
391,train,remove_or_change_order,dlg-352c48d8-43cb-4c22-85ed-4c11fc4218b5,11,Lütfen makarnayı iptal edelim.,Tabii. Makarnayı siparişten çıkarmak istediğinizi anladım. Başka bir değişiklik var mı?
392,train,order_clarification,dlg-5457100e-4161-46cc-a9ce-d7cbba02f925,10,Siparişe bir çorba eklemek istiyorum.,Hangi çorba istediğinizi belirtir misiniz? Güncel menüye bakarak netleştirebiliriz.
393,train,confirm_or_close_order,dlg-0e1de864-2661-4ec1-a7a5-5486d66b4498,7,"Tamam, devamı yok.",Tamam. Başka bir isteğiniz olmadığını anladım.
394,train,add_more_quantity,dlg-1f8539d4-68e5-40b1-bc55-2a56dca1856a,9,3 makarna daha.,3 adet makarna daha istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
395,train,confirm_or_close_order,dlg-0f909662-6a8d-451d-9fe7-66ceac817cc2,5,Daha başka yok.,Tamam. Başka bir isteğiniz olmadığını anladım.
396,train,side_drink_extra_request,dlg-0d3ecb86-e098-40b6-bd74-69d3f7bc9c76,5,Bir de 2 kahve olsun.,2 adet kahve istediğinizi anladım. Güncel menüde varsa siparişe eklenebilir. Başka bir isteğiniz var mı?
397,train,confirm_or_close_order,dlg-0bb76f70-aa2a-4ec3-9b38-a784af270063,5,Böyle kalsın.,Tamam. Başka bir isteğiniz olmadığını anladım.
